,type-subtype,hour,lon_bin,lat_bin,count
69,Accident-Major,00:00,-87.65,41.86,12
71,Accident-Major,00:00,-87.65,41.88,10
82,Accident-Major,00:00,-87.63,41.73,9
68,Accident-Major,00:00,-87.65,41.85,8
93,Accident-Major,00:00,-87.62,41.71,7
11,Accident-Major,00:00,-87.78,41.87,6
13,Accident-Major,00:00,-87.77,41.97,6
59,Accident-Major,00:00,-87.67,41.9,6
60,Accident-Major,00:00,-87.67,41.91,6
15,Accident-Major,00:00,-87.76,41.96,5
170,Accident-Major,01:00,-87.65,41.86,11
171,Accident-Major,01:00,-87.65,41.87,10
172,Accident-Major,01:00,-87.65,41.88,9
134,Accident-Major,01:00,-87.72,41.87,8
156,Accident-Major,01:00,-87.67,41.9,7
169,Accident-Major,01:00,-87.65,41.85,7
176,Accident-Major,01:00,-87.64,41.78,7
162,Accident-Major,01:00,-87.66,41.89,6
185,Accident-Major,01:00,-87.63,41.72,6
124,Accident-Major,01:00,-87.75,41.97,5
257,Accident-Major,02:00,-87.65,41.85,13
256,Accident-Major,02:00,-87.65,41.84,8
259,Accident-Major,02:00,-87.65,41.87,7
260,Accident-Major,02:00,-87.65,41.88,7
265,Accident-Major,02:00,-87.64,41.81,7
254,Accident-Major,02:00,-87.66,41.89,6
258,Accident-Major,02:00,-87.65,41.86,6
274,Accident-Major,02:00,-87.63,41.75,6
292,Accident-Major,02:00,-87.6,41.69,6
213,Accident-Major,02:00,-87.77,41.87,5
352,Accident-Major,03:00,-87.66,41.89,19
354,Accident-Major,03:00,-87.65,41.85,14
357,Accident-Major,03:00,-87.65,41.88,12
356,Accident-Major,03:00,-87.65,41.87,10
368,Accident-Major,03:00,-87.64,41.84,10
355,Accident-Major,03:00,-87.65,41.86,9
347,Accident-Major,03:00,-87.67,41.91,8
364,Accident-Major,03:00,-87.64,41.8,8
367,Accident-Major,03:00,-87.64,41.83,8
374,Accident-Major,03:00,-87.63,41.76,7
456,Accident-Major,04:00,-87.65,41.87,16
463,Accident-Major,04:00,-87.64,41.79,10
454,Accident-Major,04:00,-87.65,41.85,9
455,Accident-Major,04:00,-87.65,41.86,9
464,Accident-Major,04:00,-87.64,41.8,9
468,Accident-Major,04:00,-87.64,41.84,9
450,Accident-Major,04:00,-87.66,41.89,8
467,Accident-Major,04:00,-87.64,41.83,7
493,Accident-Major,04:00,-87.59,41.65,7
432,Accident-Major,04:00,-87.7,41.93,6
549,Accident-Major,05:00,-87.65,41.87,13
550,Accident-Major,05:00,-87.65,41.88,12
525,Accident-Major,05:00,-87.71,41.87,8
547,Accident-Major,05:00,-87.65,41.85,7
552,Accident-Major,05:00,-87.64,41.78,6
553,Accident-Major,05:00,-87.64,41.79,6
554,Accident-Major,05:00,-87.64,41.8,6
568,Accident-Major,05:00,-87.63,41.77,6
508,Accident-Major,05:00,-87.77,41.87,5
516,Accident-Major,05:00,-87.75,41.96,5
631,Accident-Major,06:00,-87.65,41.86,8
639,Accident-Major,06:00,-87.64,41.8,6
636,Accident-Major,06:00,-87.64,41.77,5
642,Accident-Major,06:00,-87.64,41.83,5
605,Accident-Major,06:00,-87.73,41.87,4
622,Accident-Major,06:00,-87.67,41.9,4
632,Accident-Major,06:00,-87.65,41.87,4
637,Accident-Major,06:00,-87.64,41.78,4
645,Accident-Major,06:00,-87.63,41.71,4
609,Accident-Major,06:00,-87.72,41.94,3
719,Accident-Major,07:00,-87.63,41.76,10
702,Accident-Major,07:00,-87.65,41.87,9
700,Accident-Major,07:00,-87.65,41.85,8
703,Accident-Major,07:00,-87.65,41.88,8
707,Accident-Major,07:00,-87.64,41.8,7
710,Accident-Major,07:00,-87.64,41.83,7
704,Accident-Major,07:00,-87.64,41.77,5
720,Accident-Major,07:00,-87.63,41.77,5
686,Accident-Major,07:00,-87.71,41.93,4
705,Accident-Major,07:00,-87.64,41.78,4
761,Accident-Major,08:00,-87.65,41.86,6
767,Accident-Major,08:00,-87.64,41.83,6
772,Accident-Major,08:00,-87.63,41.74,6
766,Accident-Major,08:00,-87.64,41.81,5
741,Accident-Major,08:00,-87.76,41.87,4
759,Accident-Major,08:00,-87.65,41.84,4
771,Accident-Major,08:00,-87.63,41.73,4
774,Accident-Major,08:00,-87.63,41.76,4
775,Accident-Major,08:00,-87.63,41.77,4
746,Accident-Major,08:00,-87.71,41.82,3
822,Accident-Major,09:00,-87.64,41.8,10
797,Accident-Major,09:00,-87.74,41.87,5
815,Accident-Major,09:00,-87.65,41.86,5
821,Accident-Major,09:00,-87.64,41.79,3
826,Accident-Major,09:00,-87.64,41.84,3
830,Accident-Major,09:00,-87.63,41.72,3
836,Accident-Major,09:00,-87.61,41.67,3
798,Accident-Major,09:00,-87.74,41.95,2
808,Accident-Major,09:00,-87.7,41.93,2
811,Accident-Major,09:00,-87.67,41.87,2
863,Accident-Major,10:00,-87.72,41.94,6
882,Accident-Major,10:00,-87.65,41.84,5
884,Accident-Major,10:00,-87.65,41.87,5
892,Accident-Major,10:00,-87.64,41.84,5
895,Accident-Major,10:00,-87.63,41.73,5
866,Accident-Major,10:00,-87.7,41.83,4
878,Accident-Major,10:00,-87.66,41.84,4
891,Accident-Major,10:00,-87.64,41.83,4
847,Accident-Major,10:00,-87.81,41.98,3
885,Accident-Major,10:00,-87.65,41.88,3
978,Accident-Major,11:00,-87.64,41.83,9
930,Accident-Major,11:00,-87.76,41.96,8
971,Accident-Major,11:00,-87.65,41.87,8
983,Accident-Major,11:00,-87.63,41.72,8
955,Accident-Major,11:00,-87.7,41.87,7
969,Accident-Major,11:00,-87.65,41.85,7
968,Accident-Major,11:00,-87.65,41.84,6
979,Accident-Major,11:00,-87.64,41.84,6
989,Accident-Major,11:00,-87.63,41.82,6
1000,Accident-Major,11:00,-87.6,41.66,6
1073,Accident-Major,12:00,-87.65,41.87,10
1086,Accident-Major,12:00,-87.63,41.73,8
1030,Accident-Major,12:00,-87.74,41.87,7
1031,Accident-Major,12:00,-87.74,41.95,7
1014,Accident-Major,12:00,-87.78,41.97,6
1020,Accident-Major,12:00,-87.76,41.96,6
1038,Accident-Major,12:00,-87.72,41.87,6
1081,Accident-Major,12:00,-87.64,41.84,6
1087,Accident-Major,12:00,-87.63,41.76,6
1013,Accident-Major,12:00,-87.78,41.87,5
1162,Accident-Major,13:00,-87.69,41.87,14
1183,Accident-Major,13:00,-87.65,41.85,12
1196,Accident-Major,13:00,-87.64,41.83,8
1197,Accident-Major,13:00,-87.64,41.84,8
1131,Accident-Major,13:00,-87.75,41.96,7
1184,Accident-Major,13:00,-87.65,41.86,7
1193,Accident-Major,13:00,-87.64,41.8,7
1149,Accident-Major,13:00,-87.72,41.87,6
1185,Accident-Major,13:00,-87.65,41.87,6
1212,Accident-Major,13:00,-87.62,41.71,6
1301,Accident-Major,14:00,-87.65,41.85,9
1314,Accident-Major,14:00,-87.64,41.83,8
1241,Accident-Major,14:00,-87.77,41.97,7
1258,Accident-Major,14:00,-87.73,41.95,7
1300,Accident-Major,14:00,-87.65,41.84,7
1244,Accident-Major,14:00,-87.76,41.96,6
1322,Accident-Major,14:00,-87.63,41.76,6
1237,Accident-Major,14:00,-87.78,41.87,5
1251,Accident-Major,14:00,-87.74,41.87,5
1265,Accident-Major,14:00,-87.71,41.87,5
1373,Accident-Major,15:00,-87.73,41.87,8
1411,Accident-Major,15:00,-87.65,41.87,8
1360,Accident-Major,15:00,-87.76,41.96,7
1422,Accident-Major,15:00,-87.64,41.83,7
1399,Accident-Major,15:00,-87.67,41.87,6
1402,Accident-Major,15:00,-87.67,41.9,6
1409,Accident-Major,15:00,-87.65,41.85,6
1423,Accident-Major,15:00,-87.64,41.84,6
1403,Accident-Major,15:00,-87.67,41.91,5
1412,Accident-Major,15:00,-87.65,41.88,5
1463,Accident-Major,16:00,-87.76,41.96,9
1504,Accident-Major,16:00,-87.65,41.87,9
1503,Accident-Major,16:00,-87.65,41.86,8
1514,Accident-Major,16:00,-87.64,41.84,8
1500,Accident-Major,16:00,-87.66,41.89,7
1505,Accident-Major,16:00,-87.65,41.88,7
1496,Accident-Major,16:00,-87.67,41.9,6
1509,Accident-Major,16:00,-87.64,41.79,6
1461,Accident-Major,16:00,-87.77,41.97,5
1501,Accident-Major,16:00,-87.65,41.84,5
1559,Accident-Major,17:00,-87.76,41.96,10
1611,Accident-Major,17:00,-87.65,41.87,10
1606,Accident-Major,17:00,-87.66,41.89,9
1569,Accident-Major,17:00,-87.74,41.87,8
1578,Accident-Major,17:00,-87.72,41.87,8
1612,Accident-Major,17:00,-87.65,41.88,7
1619,Accident-Major,17:00,-87.64,41.83,7
1548,Accident-Major,17:00,-87.8,41.98,6
1616,Accident-Major,17:00,-87.64,41.79,6
1620,Accident-Major,17:00,-87.64,41.84,6
1728,Accident-Major,18:00,-87.64,41.8,13
1721,Accident-Major,18:00,-87.65,41.87,11
1703,Accident-Major,18:00,-87.67,41.9,9
1720,Accident-Major,18:00,-87.65,41.86,9
1740,Accident-Major,18:00,-87.63,41.76,9
1713,Accident-Major,18:00,-87.66,41.89,8
1659,Accident-Major,18:00,-87.77,41.97,7
1661,Accident-Major,18:00,-87.76,41.87,7
1679,Accident-Major,18:00,-87.72,41.87,7
1702,Accident-Major,18:00,-87.67,41.87,7
1843,Accident-Major,19:00,-87.67,41.9,23
1857,Accident-Major,19:00,-87.65,41.87,17
1840,Accident-Major,19:00,-87.67,41.87,16
1849,Accident-Major,19:00,-87.66,41.89,14
1879,Accident-Major,19:00,-87.63,41.76,14
1823,Accident-Major,19:00,-87.69,41.87,13
1856,Accident-Major,19:00,-87.65,41.86,13
1771,Accident-Major,19:00,-87.8,41.98,12
1858,Accident-Major,19:00,-87.65,41.88,12
1807,Accident-Major,19:00,-87.72,41.87,10
2007,Accident-Major,20:00,-87.65,41.87,23
1986,Accident-Major,20:00,-87.67,41.87,21
2005,Accident-Major,20:00,-87.65,41.85,17
1997,Accident-Major,20:00,-87.66,41.89,16
2008,Accident-Major,20:00,-87.65,41.88,16
1996,Accident-Major,20:00,-87.66,41.87,14
2012,Accident-Major,20:00,-87.64,41.79,11
1980,Accident-Major,20:00,-87.68,41.87,10
2013,Accident-Major,20:00,-87.64,41.8,10
2026,Accident-Major,20:00,-87.63,41.76,10
2141,Accident-Major,21:00,-87.67,41.9,179
2165,Accident-Major,21:00,-87.65,41.87,22
2140,Accident-Major,21:00,-87.67,41.87,18
2173,Accident-Major,21:00,-87.64,41.79,13
2184,Accident-Major,21:00,-87.63,41.73,13
2164,Accident-Major,21:00,-87.65,41.86,11
2075,Accident-Major,21:00,-87.76,41.96,9
2152,Accident-Major,21:00,-87.66,41.89,9
2163,Accident-Major,21:00,-87.65,41.85,9
2177,Accident-Major,21:00,-87.64,41.83,9
2324,Accident-Major,22:00,-87.65,41.87,24
2317,Accident-Major,22:00,-87.66,41.89,19
2330,Accident-Major,22:00,-87.64,41.79,14
2310,Accident-Major,22:00,-87.67,41.9,13
2325,Accident-Major,22:00,-87.65,41.88,12
2335,Accident-Major,22:00,-87.64,41.84,12
2323,Accident-Major,22:00,-87.65,41.86,11
2331,Accident-Major,22:00,-87.64,41.8,11
2300,Accident-Major,22:00,-87.68,41.83,10
2309,Accident-Major,22:00,-87.67,41.87,10
2468,Accident-Major,23:00,-87.65,41.87,16
2401,Accident-Major,23:00,-87.76,41.87,12
2451,Accident-Major,23:00,-87.67,41.9,12
2473,Accident-Major,23:00,-87.64,41.79,10
2467,Accident-Major,23:00,-87.65,41.86,9
2449,Accident-Major,23:00,-87.67,41.87,7
2466,Accident-Major,23:00,-87.65,41.85,7
2478,Accident-Major,23:00,-87.64,41.84,7
2387,Accident-Major,23:00,-87.8,41.98,6
2389,Accident-Major,23:00,-87.79,41.98,6
2547,Accident-Minor,00:00,-87.74,41.95,6
2592,Accident-Minor,00:00,-87.65,41.87,5
2531,Accident-Minor,00:00,-87.77,41.97,4
2581,Accident-Minor,00:00,-87.67,41.91,4
2525,Accident-Minor,00:00,-87.8,41.98,3
2539,Accident-Minor,00:00,-87.75,41.81,3
2541,Accident-Minor,00:00,-87.75,41.96,3
2551,Accident-Minor,00:00,-87.73,41.95,3
2555,Accident-Minor,00:00,-87.72,41.94,3
2587,Accident-Minor,00:00,-87.66,41.89,3
2639,Accident-Minor,01:00,-87.78,41.87,4
2652,Accident-Minor,01:00,-87.74,41.95,4
2675,Accident-Minor,01:00,-87.67,41.9,4
2681,Accident-Minor,01:00,-87.65,41.85,4
2682,Accident-Minor,01:00,-87.65,41.86,4
2683,Accident-Minor,01:00,-87.65,41.87,4
2646,Accident-Minor,01:00,-87.76,41.96,3
2662,Accident-Minor,01:00,-87.71,41.93,3
2666,Accident-Minor,01:00,-87.69,41.92,3
2676,Accident-Minor,01:00,-87.67,41.91,3
2756,Accident-Minor,02:00,-87.62,41.89,6
2735,Accident-Minor,02:00,-87.67,41.91,3
2738,Accident-Minor,02:00,-87.66,41.89,3
2751,Accident-Minor,02:00,-87.63,41.91,3
2711,Accident-Minor,02:00,-87.8,41.98,2
2723,Accident-Minor,02:00,-87.71,41.82,2
2731,Accident-Minor,02:00,-87.68,41.83,2
2732,Accident-Minor,02:00,-87.68,41.87,2
2736,Accident-Minor,02:00,-87.67,42.0,2
2744,Accident-Minor,02:00,-87.64,41.8,2
2797,Accident-Minor,03:00,-87.62,41.89,3
2760,Accident-Minor,03:00,-87.84,41.95,2
2762,Accident-Minor,03:00,-87.77,41.87,2
2766,Accident-Minor,03:00,-87.75,41.77,2
2767,Accident-Minor,03:00,-87.75,41.78,2
2770,Accident-Minor,03:00,-87.74,41.87,2
2788,Accident-Minor,03:00,-87.65,41.88,2
2761,Accident-Minor,03:00,-87.78,41.87,1
2763,Accident-Minor,03:00,-87.76,41.89,1
2764,Accident-Minor,03:00,-87.76,41.98,1
2820,Accident-Minor,04:00,-87.71,41.87,3
2835,Accident-Minor,04:00,-87.65,41.88,3
2840,Accident-Minor,04:00,-87.64,41.84,3
2846,Accident-Minor,04:00,-87.62,41.85,3
2805,Accident-Minor,04:00,-87.82,41.98,2
2830,Accident-Minor,04:00,-87.67,41.9,2
2806,Accident-Minor,04:00,-87.81,41.98,1
2807,Accident-Minor,04:00,-87.78,41.99,1
2808,Accident-Minor,04:00,-87.77,41.97,1
2809,Accident-Minor,04:00,-87.77,41.99,1
2865,Accident-Minor,05:00,-87.65,41.86,4
2875,Accident-Minor,05:00,-87.59,41.65,3
2851,Accident-Minor,05:00,-87.77,41.97,2
2860,Accident-Minor,05:00,-87.67,41.9,2
2873,Accident-Minor,05:00,-87.61,41.68,2
2849,Accident-Minor,05:00,-87.8,41.79,1
2850,Accident-Minor,05:00,-87.77,41.92,1
2852,Accident-Minor,05:00,-87.75,41.96,1
2853,Accident-Minor,05:00,-87.75,41.98,1
2854,Accident-Minor,05:00,-87.73,41.78,1
2879,Accident-Minor,06:00,-87.7,41.83,2
2880,Accident-Minor,06:00,-87.67,41.87,2
2881,Accident-Minor,06:00,-87.66,41.84,2
2877,Accident-Minor,06:00,-87.78,41.94,1
2878,Accident-Minor,06:00,-87.72,41.94,1
2882,Accident-Minor,06:00,-87.64,41.81,1
2883,Accident-Minor,06:00,-87.64,41.82,1
2884,Accident-Minor,06:00,-87.64,41.83,1
2885,Accident-Minor,06:00,-87.63,41.72,1
2886,Accident-Minor,06:00,-87.63,41.9,1
2901,Accident-Minor,07:00,-87.59,41.65,2
2891,Accident-Minor,07:00,-87.75,41.96,1
2892,Accident-Minor,07:00,-87.74,41.81,1
2893,Accident-Minor,07:00,-87.73,41.82,1
2894,Accident-Minor,07:00,-87.72,41.94,1
2895,Accident-Minor,07:00,-87.64,41.79,1
2896,Accident-Minor,07:00,-87.64,41.81,1
2897,Accident-Minor,07:00,-87.64,41.84,1
2898,Accident-Minor,07:00,-87.63,41.9,1
2899,Accident-Minor,07:00,-87.62,41.84,1
2913,Accident-Minor,08:00,-87.63,41.9,3
2903,Accident-Minor,08:00,-87.79,41.79,1
2904,Accident-Minor,08:00,-87.75,41.81,1
2905,Accident-Minor,08:00,-87.74,41.87,1
2906,Accident-Minor,08:00,-87.73,41.87,1
2907,Accident-Minor,08:00,-87.67,41.87,1
2908,Accident-Minor,08:00,-87.65,41.88,1
2909,Accident-Minor,08:00,-87.64,41.8,1
2910,Accident-Minor,08:00,-87.64,41.89,1
2911,Accident-Minor,08:00,-87.63,41.72,1
2922,Accident-Minor,09:00,-87.64,41.84,2
2924,Accident-Minor,09:00,-87.61,41.71,2
2915,Accident-Minor,09:00,-87.83,41.98,1
2916,Accident-Minor,09:00,-87.77,41.97,1
2917,Accident-Minor,09:00,-87.75,41.82,1
2918,Accident-Minor,09:00,-87.73,41.95,1
2919,Accident-Minor,09:00,-87.68,41.92,1
2920,Accident-Minor,09:00,-87.66,41.89,1
2921,Accident-Minor,09:00,-87.65,41.85,1
2923,Accident-Minor,09:00,-87.61,41.67,1
2935,Accident-Minor,10:00,-87.69,41.92,2
2940,Accident-Minor,10:00,-87.65,41.87,2
2947,Accident-Minor,10:00,-87.63,41.77,2
2949,Accident-Minor,10:00,-87.63,41.91,2
2926,Accident-Minor,10:00,-87.88,41.98,1
2927,Accident-Minor,10:00,-87.79,41.98,1
2928,Accident-Minor,10:00,-87.77,41.81,1
2929,Accident-Minor,10:00,-87.74,41.87,1
2930,Accident-Minor,10:00,-87.74,41.95,1
2931,Accident-Minor,10:00,-87.72,41.93,1
2954,Accident-Minor,11:00,-87.75,41.81,3
2956,Accident-Minor,11:00,-87.75,41.96,2
2967,Accident-Minor,11:00,-87.67,41.84,2
2973,Accident-Minor,11:00,-87.65,41.87,2
2974,Accident-Minor,11:00,-87.65,41.88,2
2983,Accident-Minor,11:00,-87.63,41.72,2
2986,Accident-Minor,11:00,-87.63,41.91,2
2987,Accident-Minor,11:00,-87.62,41.85,2
2952,Accident-Minor,11:00,-87.77,41.78,1
2953,Accident-Minor,11:00,-87.76,41.96,1
3009,Accident-Minor,12:00,-87.73,41.82,4
3016,Accident-Minor,12:00,-87.7,41.93,3
3018,Accident-Minor,12:00,-87.69,41.92,3
3023,Accident-Minor,12:00,-87.67,41.91,3
3034,Accident-Minor,12:00,-87.64,41.82,3
3038,Accident-Minor,12:00,-87.63,41.72,3
3040,Accident-Minor,12:00,-87.63,41.74,3
2993,Accident-Minor,12:00,-87.8,41.98,2
2994,Accident-Minor,12:00,-87.79,41.98,2
2995,Accident-Minor,12:00,-87.79,42.0,2
3141,Accident-Minor,13:00,-87.65,41.86,6
3144,Accident-Minor,13:00,-87.65,41.89,5
3166,Accident-Minor,13:00,-87.63,41.9,5
3072,Accident-Minor,13:00,-87.77,41.97,4
3085,Accident-Minor,13:00,-87.75,41.96,4
3086,Accident-Minor,13:00,-87.75,41.97,4
3090,Accident-Minor,13:00,-87.74,41.95,4
3102,Accident-Minor,13:00,-87.72,41.94,4
3135,Accident-Minor,13:00,-87.66,41.89,4
3150,Accident-Minor,13:00,-87.64,41.8,4
3214,Accident-Minor,14:00,-87.75,41.96,11
3249,Accident-Minor,14:00,-87.69,41.92,5
3257,Accident-Minor,14:00,-87.67,41.91,5
3295,Accident-Minor,14:00,-87.63,41.9,5
3235,Accident-Minor,14:00,-87.72,41.94,4
3270,Accident-Minor,14:00,-87.65,41.88,4
3272,Accident-Minor,14:00,-87.65,41.94,4
3201,Accident-Minor,14:00,-87.78,41.87,3
3208,Accident-Minor,14:00,-87.76,41.96,3
3215,Accident-Minor,14:00,-87.75,41.97,3
3375,Accident-Minor,15:00,-87.64,41.84,7
3357,Accident-Minor,15:00,-87.67,41.91,6
3371,Accident-Minor,15:00,-87.64,41.8,4
3334,Accident-Minor,15:00,-87.74,41.95,3
3350,Accident-Minor,15:00,-87.69,41.92,3
3358,Accident-Minor,15:00,-87.66,41.87,3
3359,Accident-Minor,15:00,-87.66,41.89,3
3363,Accident-Minor,15:00,-87.65,41.85,3
3364,Accident-Minor,15:00,-87.65,41.86,3
3374,Accident-Minor,15:00,-87.64,41.83,3
3438,Accident-Minor,16:00,-87.66,41.89,6
3441,Accident-Minor,16:00,-87.65,41.85,5
3448,Accident-Minor,16:00,-87.64,41.84,5
3432,Accident-Minor,16:00,-87.68,41.92,3
3442,Accident-Minor,16:00,-87.65,41.86,3
3443,Accident-Minor,16:00,-87.65,41.87,3
3461,Accident-Minor,16:00,-87.59,41.65,3
3397,Accident-Minor,16:00,-87.83,41.98,2
3399,Accident-Minor,16:00,-87.81,41.98,2
3403,Accident-Minor,16:00,-87.78,41.97,2
3496,Accident-Minor,17:00,-87.66,41.89,6
3475,Accident-Minor,17:00,-87.75,41.96,4
3514,Accident-Minor,17:00,-87.63,41.9,4
3472,Accident-Minor,17:00,-87.78,41.97,3
3497,Accident-Minor,17:00,-87.65,41.85,3
3467,Accident-Minor,17:00,-87.81,41.98,2
3481,Accident-Minor,17:00,-87.73,41.95,2
3484,Accident-Minor,17:00,-87.72,41.99,2
3485,Accident-Minor,17:00,-87.71,41.93,2
3486,Accident-Minor,17:00,-87.7,41.74,2
3576,Accident-Minor,18:00,-87.65,41.88,6
3567,Accident-Minor,18:00,-87.66,41.89,5
3574,Accident-Minor,18:00,-87.65,41.86,4
3583,Accident-Minor,18:00,-87.64,41.84,4
3559,Accident-Minor,18:00,-87.68,41.92,3
3581,Accident-Minor,18:00,-87.64,41.82,3
3530,Accident-Minor,18:00,-87.77,41.79,2
3533,Accident-Minor,18:00,-87.76,41.96,2
3540,Accident-Minor,18:00,-87.74,41.95,2
3541,Accident-Minor,18:00,-87.73,41.95,2
3649,Accident-Minor,19:00,-87.66,41.89,7
3646,Accident-Minor,19:00,-87.67,41.91,6
3652,Accident-Minor,19:00,-87.66,41.98,6
3663,Accident-Minor,19:00,-87.64,41.83,4
3633,Accident-Minor,19:00,-87.7,41.83,3
3656,Accident-Minor,19:00,-87.65,41.87,3
3657,Accident-Minor,19:00,-87.65,41.88,3
3664,Accident-Minor,19:00,-87.64,41.84,3
3609,Accident-Minor,19:00,-87.76,41.96,2
3614,Accident-Minor,19:00,-87.75,41.96,2
3756,Accident-Minor,20:00,-87.65,41.86,7
3704,Accident-Minor,20:00,-87.75,41.96,5
3688,Accident-Minor,20:00,-87.79,41.98,4
3712,Accident-Minor,20:00,-87.74,41.95,4
3722,Accident-Minor,20:00,-87.72,41.94,4
3755,Accident-Minor,20:00,-87.65,41.85,4
3768,Accident-Minor,20:00,-87.64,41.84,4
3771,Accident-Minor,20:00,-87.64,41.92,4
3695,Accident-Minor,20:00,-87.76,41.96,3
3729,Accident-Minor,20:00,-87.7,41.83,3
3872,Accident-Minor,21:00,-87.65,41.88,9
3869,Accident-Minor,21:00,-87.65,41.85,7
3822,Accident-Minor,21:00,-87.74,41.95,6
3880,Accident-Minor,21:00,-87.64,41.84,6
3905,Accident-Minor,21:00,-87.59,41.72,5
3808,Accident-Minor,21:00,-87.77,41.87,4
3821,Accident-Minor,21:00,-87.74,41.87,4
3828,Accident-Minor,21:00,-87.72,41.94,4
3843,Accident-Minor,21:00,-87.69,41.87,4
3871,Accident-Minor,21:00,-87.65,41.87,4
3943,Accident-Minor,22:00,-87.73,41.94,6
3951,Accident-Minor,22:00,-87.72,41.94,6
3998,Accident-Minor,22:00,-87.65,41.87,6
3999,Accident-Minor,22:00,-87.65,41.88,5
3917,Accident-Minor,22:00,-87.8,41.98,4
3988,Accident-Minor,22:00,-87.66,41.89,4
3996,Accident-Minor,22:00,-87.65,41.85,4
4003,Accident-Minor,22:00,-87.64,41.79,4
4008,Accident-Minor,22:00,-87.64,41.84,4
4014,Accident-Minor,22:00,-87.64,41.93,4
4057,Accident-Minor,23:00,-87.77,41.97,5
4114,Accident-Minor,23:00,-87.66,41.84,5
4119,Accident-Minor,23:00,-87.65,41.85,5
4122,Accident-Minor,23:00,-87.65,41.88,5
4054,Accident-Minor,23:00,-87.78,41.87,4
4071,Accident-Minor,23:00,-87.74,41.95,4
4078,Accident-Minor,23:00,-87.72,41.82,4
4084,Accident-Minor,23:00,-87.71,41.93,4
4109,Accident-Minor,23:00,-87.67,41.91,4
4121,Accident-Minor,23:00,-87.65,41.87,4
4385,Accident-Unclassified,00:00,-87.65,41.87,25
4384,Accident-Unclassified,00:00,-87.65,41.86,22
4429,Accident-Unclassified,00:00,-87.63,41.9,20
4368,Accident-Unclassified,00:00,-87.66,41.89,18
4386,Accident-Unclassified,00:00,-87.65,41.88,18
4443,Accident-Unclassified,00:00,-87.62,41.89,18
4383,Accident-Unclassified,00:00,-87.65,41.85,17
4418,Accident-Unclassified,00:00,-87.63,41.76,15
4179,Accident-Unclassified,00:00,-87.8,41.98,14
4403,Accident-Unclassified,00:00,-87.64,41.84,14
4650,Accident-Unclassified,01:00,-87.67,41.9,23
4651,Accident-Unclassified,01:00,-87.67,41.91,23
4683,Accident-Unclassified,01:00,-87.65,41.87,23
4684,Accident-Unclassified,01:00,-87.65,41.88,23
4665,Accident-Unclassified,01:00,-87.66,41.89,20
4682,Accident-Unclassified,01:00,-87.65,41.86,16
4662,Accident-Unclassified,01:00,-87.66,41.84,12
4735,Accident-Unclassified,01:00,-87.62,41.89,12
4681,Accident-Unclassified,01:00,-87.65,41.85,11
4722,Accident-Unclassified,01:00,-87.63,41.91,11
4916,Accident-Unclassified,02:00,-87.66,41.89,21
4903,Accident-Unclassified,02:00,-87.67,41.9,19
4979,Accident-Unclassified,02:00,-87.62,41.89,18
4931,Accident-Unclassified,02:00,-87.65,41.86,17
4932,Accident-Unclassified,02:00,-87.65,41.87,15
4933,Accident-Unclassified,02:00,-87.65,41.88,15
4904,Accident-Unclassified,02:00,-87.67,41.91,13
4930,Accident-Unclassified,02:00,-87.65,41.85,12
4878,Accident-Unclassified,02:00,-87.69,41.92,11
4929,Accident-Unclassified,02:00,-87.65,41.84,11
5156,Accident-Unclassified,03:00,-87.66,41.89,31
5140,Accident-Unclassified,03:00,-87.67,41.9,19
5166,Accident-Unclassified,03:00,-87.65,41.86,18
5167,Accident-Unclassified,03:00,-87.65,41.87,18
5212,Accident-Unclassified,03:00,-87.62,41.89,17
5165,Accident-Unclassified,03:00,-87.65,41.85,14
5168,Accident-Unclassified,03:00,-87.65,41.88,14
5137,Accident-Unclassified,03:00,-87.67,41.87,12
5141,Accident-Unclassified,03:00,-87.67,41.91,12
5029,Accident-Unclassified,03:00,-87.77,41.87,10
5362,Accident-Unclassified,04:00,-87.65,41.87,22
5339,Accident-Unclassified,04:00,-87.67,41.9,15
5361,Accident-Unclassified,04:00,-87.65,41.86,15
5351,Accident-Unclassified,04:00,-87.66,41.89,14
5381,Accident-Unclassified,04:00,-87.64,41.84,13
5363,Accident-Unclassified,04:00,-87.65,41.88,12
5416,Accident-Unclassified,04:00,-87.62,41.89,11
5377,Accident-Unclassified,04:00,-87.64,41.8,10
5383,Accident-Unclassified,04:00,-87.64,41.87,10
5340,Accident-Unclassified,04:00,-87.67,41.91,9
5553,Accident-Unclassified,05:00,-87.65,41.88,11
5550,Accident-Unclassified,05:00,-87.65,41.85,8
5561,Accident-Unclassified,05:00,-87.64,41.79,8
5563,Accident-Unclassified,05:00,-87.64,41.81,8
5528,Accident-Unclassified,05:00,-87.67,41.9,7
5551,Accident-Unclassified,05:00,-87.65,41.86,7
5560,Accident-Unclassified,05:00,-87.64,41.78,7
5455,Accident-Unclassified,05:00,-87.79,41.98,6
5474,Accident-Unclassified,05:00,-87.75,41.81,6
5540,Accident-Unclassified,05:00,-87.66,41.89,6
5710,Accident-Unclassified,06:00,-87.64,41.84,10
5698,Accident-Unclassified,06:00,-87.65,41.86,6
5704,Accident-Unclassified,06:00,-87.64,41.78,6
5685,Accident-Unclassified,06:00,-87.67,41.91,5
5696,Accident-Unclassified,06:00,-87.65,41.84,5
5699,Accident-Unclassified,06:00,-87.65,41.87,5
